ID,RedZone,Down,ToGo,StartYard,Formation,EPA,IsPass,IsRush,PasserStrength,RusherStrength,BlockerStrength,DefenderStrength
49,0,1,10,75,3-4,-0.359615,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.02612628009527837
50,0,2,8,73,3-4,-1.119326,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.018299865319973917
51,0,3,7,72,0-0,1.698406,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.027574329978093035
52,0,1,10,62,3-4,-4.532439,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.027574329978093035
53,0,1,10,45,3-4,-0.54135,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03278260783133056
54,0,2,10,45,3-4,-0.875189,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.030409198087302303
55,0,1,10,40,3-4,0.772196,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.038590121648542544
56,0,2,1,31,4-3,-0.894121,0,1,0.01625963808332278,0.0013828204667423827,0.0361047542210841,0.01772048519378568
58,0,1,10,29,3-4,-1.767396,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.030413754019477695
59,0,2,19,38,3-4,-1.294171,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.030413754019477695
60,0,1,10,89,3-4,-0.261848,0,1,0.01625963808332278,0.0013828204667423827,0.0361047542210841,0.02317080336218691
61,0,2,8,87,3-4,-0.253067,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03215643432549946
62,0,3,4,83,3-4,-1.841709,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.02060844419928608
63,0,1,10,58,3-4,0.773837,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.02674109687121545
64,0,1,10,46,3-4,-0.400845,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.02969075780742726
65,0,2,9,45,3-4,0.27968,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.02612628009527837
67,0,1,10,35,3-4,0.742657,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.02674109687121545
68,0,1,10,22,3-4,0.247165,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.009931274160022258
69,1,2,3,15,3-4,0.337356,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.019333409836742557
70,1,1,7,7,3-4,1.405676,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.01345787151159781
71,0,1,10,75,4-3,-0.654398,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.026707716582558216
72,0,2,10,75,3-4,1.956507,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.026707716582558216
73,0,1,10,52,4-3,0.504165,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.026707716582558216
74,0,1,10,42,4-3,-0.440511,0,1,0.01625963808332278,0.0013828204667423827,0.0361047542210841,0.017585476732687146
75,0,2,9,41,3-4,-1.866704,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.021048421484213306
76,0,3,18,50,3-4,-0.619612,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03215643432549946
78,0,2,7,86,4-3,0.678536,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.02155484548775296
79,0,1,10,78,3-4,-0.646349,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.02674109687121545
80,0,2,10,78,3-4,1.292937,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.021698791652948288
81,0,1,10,67,3-4,-0.413244,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.025068226006034672
82,0,2,9,66,3-4,-0.342324,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.01718165445735411
83,0,3,5,62,4-3,1.295368,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.024166762295928196
84,0,1,10,56,3-4,-0.446886,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.024166762295928196
85,0,2,10,56,3-4,-0.417618,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.02388148731981813
86,0,3,7,53,3-4,3.444123,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.02750049724173016
87,1,1,6,6,3-4,0.190759,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.02674109687121545
88,1,2,4,4,3-4,-0.566199,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.02297860831507753
90,0,1,10,78,3-4,0.652298,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03278260783133056
91,0,1,10,68,3-4,-0.544702,0,1,0.01625963808332278,0.0013828204667423827,0.0361047542210841,0.02266444552552778
92,0,2,10,68,3-4,0.093259,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03278260783133056
93,0,3,3,61,3-4,0.98685,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03393839300807865
94,0,1,10,57,3-4,-3.996097,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03870835788497751
95,0,1,10,59,3-4,-0.332306,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.020591521069411613
96,0,2,9,58,3-4,-0.125661,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.02969075780742726
97,0,3,4,53,3-4,4.486304,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.024166762295928196
98,0,1,10,76,3-4,-0.670211,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03405662924451362
99,0,2,15,81,0-0,-0.22313,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03405662924451362
100,0,3,10,76,3-4,-0.254819,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03278260783133056
101,0,4,1,67,3-4,2.236435,0,1,0.01625963808332278,0.0013828204667423827,0.0361047542210841,0.022442213322207194
102,0,1,10,66,3-4,0.310598,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.030409198087302303
103,0,2,4,60,3-4,0.192932,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03468280275034473
105,0,1,10,24,3-4,-0.071675,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.021543134954627445
106,1,2,6,20,4-3,-4.518865,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.02155484548775296
107,0,1,10,82,4-3,0.909836,0,1,0.01625963808332278,0.0013828204667423827,0.0361047542210841,0.01835575226190177
108,0,2,1,73,3-4,-1.144418,0,1,0.01625963808332278,0.0013828204667423827,0.0361047542210841,0.01835575226190177
109,0,3,2,74,3-4,1.177061,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.025508348931749605
110,0,1,10,66,4-3,0.310598,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.024352563755001506
111,0,2,4,60,3-4,0.192932,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03743433647179444
112,0,1,10,55,3-4,-0.467327,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03743433647179444
113,0,2,10,55,3-4,1.076092,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03870835788497751
114,0,1,10,44,3-4,-0.092848,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03870835788497751
115,0,2,6,40,3-4,-0.781621,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03870835788497751
116,0,3,6,40,4-3,2.802978,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.026721417566854366
117,1,1,10,12,3-4,-0.866534,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.024352563755001506
118,1,2,16,18,4-3,-0.41645,0,1,0.01625963808332278,0.0013828204667423827,0.0361047542210841,0.017585476732687146
119,1,3,14,16,3-4,-0.635159,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.038590121648542544
120,1,4,14,16,3-4,-3.404941,1,0,0.01625963808332278,0.0013828204667423827,0.028280561904264985,0.03680816296596334
121,0,1,10,84,3-4,-0.578973,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.014445234115358457
122,0,1,10,75,4-3,0.707095,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.023453859425441606
123,0,1,10,64,3-4,0.321363,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.021725481500842105
124,0,2,4,58,4-3,-0.799398,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.028739957412313298
125,0,3,4,58,0-0,1.002128,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.01978794387389106
126,0,1,10,53,4-3,-0.283339,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.03172569419730285
127,0,2,8,51,4-3,0.969169,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.018435509192848715
128,0,1,10,40,3-4,-0.55177,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.009717251096757949
129,0,2,10,40,4-3,0.047875,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.021725481500842105
130,0,1,10,75,3-4,-0.491758,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.01793740484296605
132,0,3,3,68,3-4,-1.365928,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.008816958178492373
133,0,1,10,79,4-3,-0.682626,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.026135018082629063
134,0,2,10,79,3-4,-0.615247,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.01984358862727343
135,0,3,10,79,0-0,-0.9182,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.030918116253189427
136,0,1,10,77,3-4,0.116087,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.0151409149212627
137,0,2,5,72,3-4,0.019376,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.01383271318352699
138,0,3,1,68,4-3,3.445848,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.015339571551933957
139,1,1,10,11,3-4,-0.470658,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.014632108701285175
140,1,2,10,11,3-4,1.915473,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.01793740484296605
141,0,1,10,75,4-3,-3.927776,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.018435509192848715
142,0,1,10,43,3-4,-0.468245,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.013348135011747083
143,0,2,10,43,3-4,0.180048,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.0174200024802564
144,0,3,3,36,3-4,0.937756,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.01963745867506295
145,0,1,10,30,3-4,-0.246364,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.0033745603120649893
146,0,2,8,28,3-4,-0.380637,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.01793740484296605
147,0,3,6,26,0-0,-1.091695,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.013841763731556597
148,0,1,10,66,4-3,0.566838,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.03172569419730285
149,0,1,5,49,4-3,0.313558,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.029115441326117597
150,0,1,10,44,4-3,0.373753,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.029115441326117597
151,0,2,3,37,4-3,-0.311379,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.021725481500842105
152,0,3,1,35,4-3,0.654571,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.02068704782249311
153,0,1,10,33,4-3,0.605859,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.028739957412313298
154,0,2,2,25,4-3,0.44212,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.021725481500842105
155,1,1,10,17,4-3,0.426626,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.03204698594284946
156,1,1,5,5,4-3,1.078042,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.029115441326117597
157,0,1,10,75,3-4,-0.359615,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.019014240619487206
158,0,2,8,73,3-4,-0.468528,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.015279093236494495
160,0,1,10,79,3-4,0.289865,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.025884948187732886
161,0,2,4,73,4-3,0.403209,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.021725481500842105
162,0,1,10,68,4-3,-0.544702,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.026851523627795467
163,0,2,20,78,4-3,0.244346,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.03263931868228893
164,0,3,9,67,0-0,-0.856338,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.014928933073063047
165,0,1,10,78,3-4,0.308536,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.01781418862786799
166,0,1,10,67,3-4,-1.359429,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.008816958178492373
167,0,2,18,75,3-4,0.314686,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.0033745603120649893
168,0,3,7,64,0-0,-1.334158,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.008362414944991904
170,0,2,4,52,3-4,0.948516,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.019937833333155755
171,0,1,10,37,4-3,-0.049066,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.03556530677394674
172,0,2,6,33,3-4,-0.434846,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.024314525958478966
173,0,3,5,32,3-4,-1.157942,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.014214589196471525
174,0,1,10,75,3-4,0.138211,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.014632108701285175
175,0,2,5,70,3-4,-0.832373,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.017290891479408738
176,0,3,5,70,3-4,-1.718372,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.0098505338291874
177,0,1,10,61,0-0,1.764157,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.013485440070819588
178,0,1,10,30,0-0,0.544898,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.02606145018080461
180,0,1,10,75,3-4,0.138211,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.015294935190135278
181,0,2,5,70,3-4,-0.681713,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.018606831882455384
182,0,3,4,69,3-4,1.472352,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.011021197723115467
183,0,1,10,58,3-4,0.614208,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.018583170730573906
184,0,2,1,49,3-4,0.283093,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.0060477078552670215
185,0,1,10,43,3-4,-0.125607,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.0040585546257325324
186,0,2,6,39,3-4,0.648612,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.018004497311058493
187,0,1,10,32,3-4,-0.499137,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.007841848700746121
188,0,2,10,32,3-4,-2.176419,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.012199827806303291
189,0,3,19,41,3-4,0.757524,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.015301963506548394
190,0,1,10,75,4-3,1.054999,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.029672696889892502
191,0,2,1,66,3-4,0.04885,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.03556530677394674
192,0,1,10,55,4-3,-0.35422,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.03556530677394674
193,0,2,9,54,3-4,1.108359,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.014142682550592282
194,1,1,2,2,4-3,0.447133,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.02261669725153178
195,0,1,10,75,3-4,0.839986,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.015279093236494495
196,0,1,10,60,3-4,-0.025264000000000002,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.015279093236494495
197,0,2,6,56,3-4,-0.672616,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.011221108789248233
198,0,3,6,56,3-4,-4.444571,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.013489082703215007
199,0,1,10,36,4-3,-0.320742,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.03172569419730285
200,0,2,8,34,4-3,1.466466,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.018435509192848715
201,1,1,10,19,3-4,0.047916,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.03172569419730285
202,1,2,5,14,3-4,-0.642624,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.02331561567878409
204,0,1,10,95,3-4,-0.362171,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.01744674293323307
205,0,2,8,93,3-4,-0.58433,0,1,0.03732296859373035,-0.0016001117162192018,0.03967516837635983,0.014681607802969048
206,0,3,6,91,0-0,-1.5679,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.008362414944991904
207,0,1,10,39,3-4,0.110785,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.021725481500842105
208,0,2,5,34,3-4,-0.355224,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.021725481500842105
209,0,3,3,32,4-3,1.080668,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.026135018082629063
210,0,1,10,27,3-4,0.720785,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.028739957412313298
211,1,1,9,9,4-3,0.393385,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.026135018082629063
212,1,2,9,9,3-4,-0.724485,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.023445448905579085
213,0,1,10,75,3-4,1.530631,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.003298715903233682
214,0,1,10,49,3-4,0.703441,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.004123394879042103
215,0,1,10,34,3-4,2.011798,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.004123394879042103
216,1,1,3,3,3-4,0.670299,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.011674448106129017
217,0,1,10,75,3-4,-0.654398,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.009717251096757949
218,0,2,10,75,4-3,-0.233507,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.03204698594284946
219,0,3,6,71,0-0,1.852928,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.011781752647590654
220,0,1,10,58,4-3,-0.849942,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.027221697387203217
221,0,2,12,60,0-0,0.60245,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.024853360867074476
222,0,3,3,51,4-3,-1.405358,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.023453859425441606
223,0,1,10,86,3-4,1.1163130000000001,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.008362414944991904
224,0,1,10,66,3-4,0.409019,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.01792069930531202
225,0,2,3,59,3-4,-0.758883,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.01792069930531202
226,0,3,3,59,3-4,1.856197,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.02430800221792454
227,0,1,10,38,3-4,-1.172529,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.011987367689720908
228,0,2,20,48,3-4,1.734367,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.006033343090188551
229,0,1,5,23,3-4,0.331439,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.006033343090188551
230,1,1,9,9,3-4,1.573051,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.017290891479408738
232,0,2,3,68,4-3,0.311101,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.03685166949993031
233,0,1,10,60,3-4,0.241507,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.03685166949993031
234,0,2,4,54,4-3,-0.973768,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.021725481500842105
235,0,1,10,51,3-4,-0.436023,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.026135018082629063
236,0,2,9,50,4-3,0.698862,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.02068704782249311
237,0,3,1,42,4-3,-1.834089,0,1,0.0190038838273121,0.018792220722105013,0.04132343770290404,0.02068704782249311
238,0,1,10,80,3-4,2.174074,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.011021197723115467
239,0,2,20,50,3-4,1.032158,1,0,0.03732296859373035,-0.0016001117162192018,0.03587929273877438,0.011021197723115467
241,0,1,10,75,0-0,-0.654398,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.02793066002241173
242,0,2,10,75,0-0,-0.682677,1,0,0.0190038838273121,0.018792220722105013,0.03571259919820818,0.02793066002241173
